#iTow[ms],utc[year:month:day:hour:minute:second],fixType[0-5],longitude[deg],latitude[deg],height[mm],velN[mm/s],velE[mm/s],velD[mm/s],gSpeed[mm/s],headMot[deg1e-5],pDop[],numSV[],ttff[ms],gpsFlag[],temp[C]#,GNSS Time [UTC],height[m]
27051900,2022:1:23:7:30:33,3,11.3832858,47.3121765,2309570,-3914,-3020,1559,4943,21688738,183,10,924917255,1,7.87,2022-01-23 07:30:33,2309.57
27052000,2022:1:23:7:30:34,3,11.3832815,47.3121728,2309297,-4033,-3135,1619,5108,21744918,183,10,924982791,1,7.87,2022-01-23 07:30:34,2309.297
27052100,2022:1:23:7:30:34,3,11.3832777,47.312169,2309014,-4128,-3086,1676,5154,21706578,183,10,924982791,1,7.87,2022-01-23 07:30:34,2309.014
27052200,2022:1:23:7:30:34,3,11.3832735,47.3121654,2308693,-4215,-3190,1739,5286,21709782,183,10,924982791,0,7.87,2022-01-23 07:30:34,2308.693
27052300,2022:1:23:7:30:34,3,11.3832684,47.312161,2308390,-4440,-3482,1790,5642,21770936,183,10,924982791,0,7.87,2022-01-23 07:30:34,2308.39
27052400,2022:1:23:7:30:34,3,11.383264,47.3121565,2308104,-4632,-3487,1838,5798,21726703,183,10,924982791,0,7.87,2022-01-23 07:30:34,2308.104
27052500,2022:1:23:7:30:34,3,11.3832588,47.3121522,2307722,-4811,-3728,1916,6087,21757745,183,10,924982791,0,7.87,2022-01-23 07:30:34,2307.722
27052600,2022:1:23:7:30:34,3,11.3832544,47.3121479,2307303,-4953,-3732,2001,6202,21721439,183,10,924982791,0,7.87,2022-01-23 07:30:34,2307.303
27052700,2022:1:23:7:30:34,3,11.3832499,47.3121432,2306923,-5119,-3734,2063,6337,21652309,183,10,924982791,0,7.87,2022-01-23 07:30:34,2306.923
27052800,2022:1:23:7:30:34,3,11.3832445,47.3121385,2306460,-5336,-3987,2165,6661,21668289,183,10,924982791,0,7.87,2022-01-23 07:30:34,2306.46
27052900,2022:1:23:7:30:34,3,11.3832396,47.3121332,2306012,-5662,-4088,2249,6983,21612795,183,10,924982791,0,7.87,2022-01-23 07:30:34,2306.012
27053000,2022:1:23:7:30:35,3,11.3832349,47.3121268,2305646,-6139,-4056,2297,7358,21424219,183,10,925048327,0,7.87,2022-01-23 07:30:35,2305.646
27053100,2022:1:23:7:30:35,3,11.3832299,47.3121211,2305312,-6239,-4034,2334,7429,21333608,183,10,925048327,0,7.87,2022-01-23 07:30:35,2305.312
27053200,2022:1:23:7:30:35,3,11.3832247,47.3121159,2304983,-6184,-4051,2366,7393,21326584,183,10,925048327,1,7.87,2022-01-23 07:30:35,2304.983
27053300,2022:1:23:7:30:35,3,11.3832211,47.3121102,2304507,-6429,-3781,2450,7458,21138675,183,10,925048327,1,7.75,2022-01-23 07:30:35,2304.507
27053400,2022:1:23:7:30:35,3,11.3832172,47.3121042,2304029,-6715,-3653,2529,7644,20854287,183,10,925048327,1,7.75,2022-01-23 07:30:35,2304.029
27053500,2022:1:23:7:30:35,3,11.3832123,47.3120972,2303664,-7107,-3749,2575,8035,20780985,183,10,925048327,1,7.75,2022-01-23 07:30:35,2303.664
27053600,2022:1:23:7:30:35,3,11.3832077,47.3120916,2303104,-7130,-3819,2679,8088,20817268,183,10,925048327,1,7.75,2022-01-23 07:30:35,2303.104
27053700,2022:1:23:7:30:35,3,11.3832029,47.312085,2302530,-7520,-3957,2788,8497,20775360,183,10,925048327,1,7.75,2022-01-23 07:30:35,2302.53
27053800,2022:1:23:7:30:35,3,11.3831984,47.3120784,2301869,-7800,-4057,2923,8793,20748151,254,9,925048327,1,7.75,2022-01-23 07:30:35,2301.869
27053900,2022:1:23:7:30:35,3,11.3831932,47.3120719,2301248,-7927,-4240,3038,8990,20814403,254,9,925048327,1,7.75,2022-01-23 07:30:35,2301.248
27054000,2022:1:23:7:30:36,3,11.3831888,47.3120653,2300532,-8148,-4221,3178,9177,20738827,254,9,925113863,1,7.62,2022-01-23 07:30:36,2300.532
27054100,2022:1:23:7:30:36,3,11.3831823,47.3120587,2299966,-8184,-4672,3262,9424,20971852,254,9,925113863,1,7.62,2022-01-23 07:30:36,2299.966
27054200,2022:1:23:7:30:36,3,11.3831771,47.3120524,2299189,-8309,-4760,3411,9576,20980420,254,9,925113863,0,7.62,2022-01-23 07:30:36,2299.189
27054300,2022:1:23:7:30:36,3,11.383172,47.3120458,2298481,-8397,-4713,3532,9629,20930398,254,9,925113863,0,7.62,2022-01-23 07:30:36,2298.481
27054400,2022:1:23:7:30:36,3,11.3831668,47.3120397,2297798,-8209,-4670,3637,9444,20963574,254,9,925113863,0,7.62,2022-01-23 07:30:36,2297.798
27054500,2022:1:23:7:30:36,3,11.3831623,47.3120341,2297061,-7945,-4507,3756,9134,20956643,254,9,925113863,0,7.62,2022-01-23 07:30:36,2297.061
27054600,2022:1:23:7:30:36,3,11.3831549,47.3120275,2296387,-8119,-5009,3862,9540,21167312,254,9,925113863,0,7.62,2022-01-23 07:30:36,2296.387
27054700,2022:1:23:7:30:36,3,11.3831494,47.3120212,2295828,-7957,-4869,3912,9329,21146418,254,9,925113863,0,7.62,2022-01-23 07:30:36,2295.828
27054800,2022:1:23:7:30:36,3,11.3831429,47.3120146,2295286,-7949,-4980,3958,9380,21206949,254,9,925113863,0,7.5,2022-01-23 07:30:36,2295.286
27054900,2022:1:23:7:30:36,3,11.383136,47.3120082,2294581,-8070,-5191,4062,9596,21275257,330,8,925113863,0,7.5,2022-01-23 07:30:36,2294.581
27055000,2022:1:23:7:30:37,3,11.383131,47.3120023,2293860,-7998,-4977,4157,9420,21189395,254,9,925179399,0,7.5,2022-01-23 07:30:37,2293.86
27055100,2022:1:23:7:30:37,3,11.3831252,47.3119958,2293284,-8004,-4912,4212,9391,21153545,254,9,925179399,0,7.5,2022-01-23 07:30:37,2293.284
27055200,2022:1:23:7:30:37,3,11.3831195,47.3119888,2292478,-8504,-4939,4352,9835,21014926,254,9,925179399,1,7.5,2022-01-23 07:30:37,2292.478
27055300,2022:1:23:7:30:37,3,11.3831142,47.311983,2291557,-8422,-4912,4518,9750,21025331,254,9,925179399,1,7.5,2022-01-23 07:30:37,2291.557
27055400,2022:1:23:7:30:37,3,11.3831084,47.3119763,2290789,-8519,-4915,4625,9835,20998450,254,9,925179399,1,7.5,2022-01-23 07:30:37,2290.789
27055500,2022:1:23:7:30:37,3,11.383102,47.3119689,2290035,-8866,-5008,4724,10182,20946115,254,9,925179399,1,7.37,2022-01-23 07:30:37,2290.035
27055600,2022:1:23:7:30:37,3,11.3830965,47.3119607,2289375,-9264,-4842,4793,10453,20759353,254,9,925179399,1,7.37,2022-01-23 07:30:37,2289.375
27055700,2022:1:23:7:30:37,3,11.3830896,47.3119524,2288764,-9417,-4999,4840,10661,20796196,330,8,925179399,1,7.37,2022-01-23 07:30:37,2288.764
27055800,2022:1:23:7:30:37,3,11.3830834,47.311945,2288045,-9285,-5034,4917,10561,20846585,330,8,925179399,1,7.37,2022-01-23 07:30:37,2288.045
27055900,2022:1:23:7:30:37,3,11.3830789,47.3119378,2287154,-9448,-4715,5044,10559,20652272,182,10,925179399,1,7.37,2022-01-23 07:30:37,2287.154
27056000,2022:1:23:7:30:38,3,11.383075,47.3119315,2286178,-9368,-4398,5187,10349,20514764,182,10,925244935,1,7.37,2022-01-23 07:30:38,2286.178
27056100,2022:1:23:7:30:38,3,11.3830683,47.3119246,2285361,-9306,-4688,5279,10421,20673744,182,10,925244935,1,7.37,2022-01-23 07:30:38,2285.361
27056200,2022:1:23:7:30:38,3,11.3830628,47.3119178,2284508,-9237,-4691,5393,10360,20692269,182,10,925244935,0,7.37,2022-01-23 07:30:38,2284.508
27056300,2022:1:23:7:30:38,3,11.3830572,47.3119113,2283631,-9096,-4711,5504,10244,20737825,182,10,925244935,0,7.25,2022-01-23 07:30:38,2283.631
27056400,2022:1:23:7:30:38,3,11.3830521,47.3119045,2282805,-8995,-4585,5591,10096,20700718,182,10,925244935,0,7.25,2022-01-23 07:30:38,2282.805
27056500,2022:1:23:7:30:38,3,11.3830469,47.3118979,2281892,-8973,-4549,5699,10060,20688276,182,10,925244935,0,7.25,2022-01-23 07:30:38,2281.892
27056600,2022:1:23:7:30:38,3,11.3830423,47.3118904,2281225,-8955,-4262,5722,9918,20545281,330,8,925244935,0,7.25,2022-01-23 07:30:38,2281.225
27056700,2022:1:23:7:30:38,3,11.3830374,47.3118831,2280569,-8740,-4140,5737,9671,20534410,182,10,925244935,0,7.25,2022-01-23 07:30:38,2280.569
27056800,2022:1:23:7:30:38,3,11.3830329,47.3118764,2279734,-8719,-4042,5817,9610,20486980,182,10,925244935,0,7.25,2022-01-23 07:30:38,2279.734
27056900,2022:1:23:7:30:38,3,11.3830276,47.3118682,2279121,-8916,-4082,5834,9806,20460243,330,8,925244935,0,7.25,2022-01-23 07:30:38,2279.121
27057000,2022:1:23:7:30:39,3,11.3830229,47.3118601,2278547,-8879,-3942,5836,9714,20393903,330,8,925310471,0,7.19,2022-01-23 07:30:39,2278.547
27057100,2022:1:23:7:30:39,3,11.383018,47.3118523,2277888,-8905,-3921,5875,9730,20376255,330,8,925310471,0,7.19,2022-01-23 07:30:39,2277.888
27057200,2022:1:23:7:30:39,3,11.3830132,47.3118442,2277276,-8912,-3879,5893,9720,20352252,330,8,925310471,1,7.19,2022-01-23 07:30:39,2277.276
27057300,2022:1:23:7:30:39,3,11.3830084,47.3118364,2276591,-8908,-3861,5933,9709,20343073,330,8,925310471,1,7.19,2022-01-23 07:30:39,2276.591
27057400,2022:1:23:7:30:39,3,11.3830044,47.3118274,2276041,-9197,-3637,5929,9890,20157461,330,8,925310471,1,7.19,2022-01-23 07:30:39,2276.041
27057500,2022:1:23:7:30:39,3,11.3830005,47.3118195,2275155,-9461,-3569,6027,10112,20067053,330,8,925310471,1,7.19,2022-01-23 07:30:39,2275.155
27057600,2022:1:23:7:30:39,3,11.382996,47.3118117,2274362,-9470,-3598,6094,10130,20080328,330,8,925310471,1,7.19,2022-01-23 07:30:39,2274.362
27057700,2022:1:23:7:30:39,3,11.3829919,47.3118036,2273637,-9449,-3473,6149,10067,20018086,330,8,925310471,1,7.19,2022-01-23 07:30:39,2273.637
27057800,2022:1:23:7:30:39,3,11.3829875,47.3117947,2273069,-9520,-3425,6146,10117,19978642,330,8,925310471,1,7.12,2022-01-23 07:30:39,2273.069
27057900,2022:1:23:7:30:39,3,11.3829837,47.3117867,2272298,-9543,-3270,6205,10088,19891343,330,8,925310471,1,7.12,2022-01-23 07:30:39,2272.298
27058000,2022:1:23:7:30:40,3,11.3829799,47.3117779,2271629,-9749,-3163,6233,10249,19797654,330,8,925376007,1,7.12,2022-01-23 07:30:40,2271.629
27058100,2022:1:23:7:30:40,3,11.382976,47.3117699,2270835,-9742,-3134,6297,10234,19783346,330,8,925376007,1,7.12,2022-01-23 07:30:40,2270.835
27058200,2022:1:23:7:30:40,3,11.3829732,47.3117614,2270148,-9716,-2842,6322,10123,19630696,330,8,925376007,0,7.12,2022-01-23 07:30:40,2270.148
27058300,2022:1:23:7:30:40,3,11.3829708,47.3117533,2269202,-9998,-2643,6420,10342,19480433,254,9,925376007,0,7.12,2022-01-23 07:30:40,2269.202
27058400,2022:1:23:7:30:40,3,11.3829686,47.3117448,2268449,-9978,-2443,6446,10273,19375565,254,9,925376007,0,7.12,2022-01-23 07:30:40,2268.449
27058500,2022:1:23:7:30:40,3,11.3829658,47.3117359,2267641,-10176,-2478,6497,10474,19368754,254,9,925376007,0,7.06,2022-01-23 07:30:40,2267.641
27058600,2022:1:23:7:30:40,3,11.3829645,47.3117273,2266747,-10354,-2119,6575,10569,19156641,254,9,925376007,0,7.06,2022-01-23 07:30:40,2266.747
27058700,2022:1:23:7:30:40,3,11.3829631,47.3117191,2265784,-10412,-1938,6669,10591,19054338,254,9,925376007,0,7.06,2022-01-23 07:30:40,2265.784
27058800,2022:1:23:7:30:40,3,11.3829622,47.3117105,2264865,-10521,-1629,6746,10647,18879916,254,9,925376007,0,7.06,2022-01-23 07:30:40,2264.865
27058900,2022:1:23:7:30:40,3,11.3829614,47.311702,2263884,-10606,-1382,6838,10695,18742666,254,9,925376007,0,7.06,2022-01-23 07:30:40,2263.884
27059000,2022:1:23:7:30:41,3,11.38296,47.311693,2262990,-10739,-1376,6898,10827,18730114,254,9,925441543,0,7.06,2022-01-23 07:30:41,2262.99
27059100,2022:1:23:7:30:41,3,11.3829579,47.3116844,2262014,-10760,-1565,6981,10873,18827613,254,9,925441543,0,7.06,2022-01-23 07:30:41,2262.014
27059200,2022:1:23:7:30:41,3,11.3829559,47.3116757,2261061,-10799,-1598,7059,10916,18841517,254,9,925441543,1,7.06,2022-01-23 07:30:41,2261.061
27059300,2022:1:23:7:30:41,3,11.382954,47.3116671,2260104,-10740,-1600,7138,10858,18847221,254,9,925441543,1,7.06,2022-01-23 07:30:41,2260.104
27059400,2022:1:23:7:30:41,3,11.3829517,47.3116585,2259320,-10448,-1640,7150,10576,18892179,254,9,925441543,1,7.06,2022-01-23 07:30:41,2259.32
27059500,2022:1:23:7:30:41,3,11.3829502,47.3116487,2258535,-10676,-1492,7172,10780,18795537,254,9,925441543,1,7.06,2022-01-23 07:30:41,2258.535
27059600,2022:1:23:7:30:41,3,11.3829475,47.3116407,2257572,-10431,-1737,7247,10574,18945552,254,9,925441543,1,7.06,2022-01-23 07:30:41,2257.572
27059700,2022:1:23:7:30:41,3,11.3829453,47.311631,2256878,-10485,-1722,7238,10626,18932862,254,9,925441543,1,7.06,2022-01-23 07:30:41,2256.878
27059800,2022:1:23:7:30:41,3,11.3829426,47.3116216,2256101,-10562,-1874,7257,10727,19006010,254,9,925441543,1,7.06,2022-01-23 07:30:41,2256.101
27059900,2022:1:23:7:30:41,3,11.3829403,47.3116124,2255248,-10633,-1855,7304,10794,18989785,254,9,925441543,1,7.06,2022-01-23 07:30:41,2255.248
27060000,2022:1:23:7:30:42,3,11.3829375,47.3116032,2254415,-10640,-1978,7339,10822,19053287,254,9,925507079,1,7.0,2022-01-23 07:30:42,2254.415
27060100,2022:1:23:7:30:42,3,11.3829346,47.3115932,2253766,-10691,-2045,7311,10885,19083127,254,9,925507079,1,7.0,2022-01-23 07:30:42,2253.766
27060200,2022:1:23:7:30:42,3,11.3829323,47.3115837,2252848,-10874,-1952,7378,11048,19017740,254,9,925507079,0,7.0,2022-01-23 07:30:42,2252.848
27060300,2022:1:23:7:30:42,3,11.3829291,47.3115741,2252081,-10793,-2118,7399,10999,19110448,254,9,925507079,0,7.0,2022-01-23 07:30:42,2252.081
27060400,2022:1:23:7:30:42,3,11.3829255,47.3115644,2251339,-10783,-2313,7412,11028,19210405,254,9,925507079,0,7.0,2022-01-23 07:30:42,2251.339
27060500,2022:1:23:7:30:42,3,11.3829216,47.3115546,2250559,-10851,-2514,7428,11139,19304270,254,9,925507079,0,7.0,2022-01-23 07:30:42,2250.559
27060600,2022:1:23:7:30:42,3,11.3829173,47.3115449,2249710,-10970,-2735,7469,11306,19399905,254,9,925507079,0,7.0,2022-01-23 07:30:42,2249.71
27060700,2022:1:23:7:30:42,3,11.3829139,47.3115359,2248816,-10825,-2607,7522,11135,19354107,254,9,925507079,0,7.0,2022-01-23 07:30:42,2248.816
27060800,2022:1:23:7:30:42,3,11.3829109,47.3115264,2247942,-10869,-2477,7565,11148,19283801,254,9,925507079,0,6.94,2022-01-23 07:30:42,2247.942
27060900,2022:1:23:7:30:42,3,11.3829078,47.3115168,2247111,-10833,-2439,7592,11104,19269019,254,9,925507079,0,6.94,2022-01-23 07:30:42,2247.111
27061000,2022:1:23:7:30:43,3,11.3829045,47.3115071,2246330,-10812,-2502,7602,11098,19302895,254,9,925572615,0,6.94,2022-01-23 07:30:43,2246.33
27061100,2022:1:23:7:30:43,3,11.3829011,47.3114972,2245442,-11028,-2551,7648,11319,19302381,254,9,925572615,0,6.94,2022-01-23 07:30:43,2245.442
27061200,2022:1:23:7:30:43,3,11.3828977,47.3114885,2244396,-10914,-2522,7741,11202,19300975,254,9,925572615,1,6.94,2022-01-23 07:30:43,2244.396
27061300,2022:1:23:7:30:43,3,11.3828941,47.3114786,2243647,-10884,-2560,7729,11181,19323447,254,9,925572615,1,6.94,2022-01-23 07:30:43,2243.647
27061400,2022:1:23:7:30:43,3,11.3828912,47.3114689,2242793,-10878,-2377,7751,11134,19232659,254,9,925572615,1,6.94,2022-01-23 07:30:43,2242.793
27061500,2022:1:23:7:30:43,3,11.3828887,47.3114587,2242006,-10980,-2134,7747,11186,19099776,254,9,925572615,1,6.87,2022-01-23 07:30:43,2242.006
27061600,2022:1:23:7:30:43,3,11.3828863,47.3114482,2241122,-11300,-2012,7782,11477,19009640,254,9,925572615,1,6.87,2022-01-23 07:30:43,2241.122
27061700,2022:1:23:7:30:43,3,11.3828837,47.3114381,2240255,-11294,-1990,7807,11468,18999208,254,9,925572615,1,6.87,2022-01-23 07:30:43,2240.255
27061800,2022:1:23:7:30:43,3,11.3828809,47.3114279,2239400,-11322,-2100,7832,11515,19050702,254,9,925572615,1,6.87,2022-01-23 07:30:43,2239.4
27061900,2022:1:23:7:30:43,3,11.3828784,47.3114182,2238459,-11233,-2051,7885,11418,19034727,254,9,925572615,1,6.87,2022-01-23 07:30:43,2238.459
27062000,2022:1:23:7:30:44,3,11.3828761,47.3114083,2237611,-11110,-1937,7900,11277,18988874,254,9,925638151,1,6.87,2022-01-23 07:30:44,2237.611
27062100,2022:1:23:7:30:44,3,11.3828739,47.3113982,2236772,-11131,-1845,7911,11283,18941219,254,9,925638151,1,6.87,2022-01-23 07:30:44,2236.772
27062200,2022:1:23:7:30:44,3,11.3828707,47.3113881,2236091,-10890,-2045,7866,11080,19063695,254,9,925638151,0,6.87,2022-01-23 07:30:44,2236.091
27062300,2022:1:23:7:30:44,3,11.382868,47.3113786,2235275,-10726,-2035,7868,10917,19074297,254,9,925638151,0,6.81,2022-01-23 07:30:44,2235.275
27062400,2022:1:23:7:30:44,3,11.3828648,47.3113687,2234547,-10627,-2106,7840,10833,19120777,254,9,925638151,0,6.81,2022-01-23 07:30:44,2234.547
27062500,2022:1:23:7:30:44,3,11.3828619,47.3113586,2233750,-10833,-2170,7844,11048,19132944,254,9,925638151,0,6.81,2022-01-23 07:30:44,2233.75
27062600,2022:1:23:7:30:44,3,11.3828587,47.311349,2232852,-10839,-2293,7882,11079,19194331,254,9,925638151,0,6.81,2022-01-23 07:30:44,2232.852
27062700,2022:1:23:7:30:44,3,11.3828543,47.3113393,2232157,-10656,-2663,7844,10984,19403271,254,9,925638151,0,6.81,2022-01-23 07:30:44,2232.157
27062800,2022:1:23:7:30:44,3,11.3828503,47.3113296,2231021,-11272,-2973,7977,11657,19477487,254,9,925638151,0,6.81,2022-01-23 07:30:44,2231.021
27062900,2022:1:23:7:30:44,3,11.382846,47.3113201,2230186,-11038,-3041,7981,11449,19540199,254,9,925638151,0,6.81,2022-01-23 07:30:44,2230.186
27063000,2022:1:23:7:30:45,3,11.3828415,47.3113106,2229388,-10827,-3080,7972,11257,19587876,254,9,925703687,0,6.75,2022-01-23 07:30:45,2229.388
27063100,2022:1:23:7:30:45,3,11.3828368,47.3113017,2228542,-10552,-3161,7978,11015,19667813,254,9,925703687,0,6.75,2022-01-23 07:30:45,2228.542
27063200,2022:1:23:7:30:45,3,11.3828321,47.311292,2227832,-10522,-3184,7947,10993,19683453,254,9,925703687,1,6.75,2022-01-23 07:30:45,2227.832
27063300,2022:1:23:7:30:45,3,11.3828275,47.3112827,2226948,-10605,-3284,7979,11102,19720838,254,9,925703687,1,6.75,2022-01-23 07:30:45,2226.948
27063400,2022:1:23:7:30:45,3,11.3828224,47.3112735,2226222,-10357,-3420,7950,10907,19827630,254,9,925703687,1,6.75,2022-01-23 07:30:45,2226.222
27063500,2022:1:23:7:30:45,3,11.3828177,47.3112639,2225438,-10427,-3472,7949,10989,19841572,254,9,925703687,1,6.75,2022-01-23 07:30:45,2225.438
27063600,2022:1:23:7:30:45,3,11.3828125,47.3112547,2224644,-10382,-3650,7951,11005,19937064,277,8,925703687,1,6.75,2022-01-23 07:30:45,2224.644
27063700,2022:1:23:7:30:45,3,11.382808,47.3112455,2223761,-10373,-3606,7984,10982,19917218,254,9,925703687,1,6.75,2022-01-23 07:30:45,2223.761
27063800,2022:1:23:7:30:45,3,11.3828031,47.3112355,2223020,-10534,-3617,7966,11138,19895053,254,9,925703687,1,6.69,2022-01-23 07:30:45,2223.02
27063900,2022:1:23:7:30:45,3,11.3827985,47.3112261,2222197,-10437,-3583,7971,11035,19894633,254,9,925703687,1,6.69,2022-01-23 07:30:45,2222.197
27064000,2022:1:23:7:30:46,3,11.3827937,47.3112167,2221390,-10407,-3619,7972,11019,19917615,254,9,925769223,1,6.69,2022-01-23 07:30:46,2221.39
27064100,2022:1:23:7:30:46,3,11.3827892,47.3112072,2220469,-10618,-3558,8022,11198,19852438,254,9,925769223,1,6.69,2022-01-23 07:30:46,2220.469
27064200,2022:1:23:7:30:46,3,11.3827839,47.3111977,2219697,-10467,-3722,8013,11109,19957286,254,9,925769223,0,6.69,2022-01-23 07:30:46,2219.697
27064300,2022:1:23:7:30:46,3,11.3827794,47.3111875,2218897,-10542,-3661,8012,11160,19914953,330,8,925769223,0,6.69,2022-01-23 07:30:46,2218.897
27064400,2022:1:23:7:30:46,3,11.3827752,47.3111781,2218048,-10422,-3541,8023,11007,19876488,330,8,925769223,0,6.69,2022-01-23 07:30:46,2218.048
27064500,2022:1:23:7:30:46,3,11.3827706,47.3111685,2217189,-10436,-3574,8042,11031,19890297,330,8,925769223,0,6.69,2022-01-23 07:30:46,2217.189
27064600,2022:1:23:7:30:46,3,11.3827668,47.3111597,2216265,-10220,-3461,8081,10790,19870865,330,8,925769223,0,6.69,2022-01-23 07:30:46,2216.265
27064700,2022:1:23:7:30:46,3,11.3827618,47.31115,2215384,-10431,-3591,8120,11032,19899781,330,8,925769223,0,6.69,2022-01-23 07:30:46,2215.384
27064800,2022:1:23:7:30:46,3,11.3827568,47.3111401,2214588,-10573,-3629,8124,11178,19894219,330,8,925769223,0,6.69,2022-01-23 07:30:46,2214.588
27064900,2022:1:23:7:30:46,3,11.3827521,47.3111309,2213674,-10577,-3655,8158,11191,19906216,330,8,925769223,0,6.69,2022-01-23 07:30:46,2213.674
27065000,2022:1:23:7:30:47,3,11.3827472,47.3111214,2212750,-10691,-3727,8201,11322,19921958,363,7,925834759,0,6.69,2022-01-23 07:30:47,2212.75
27065100,2022:1:23:7:30:47,3,11.3827418,47.3111121,2211982,-10454,-3852,8183,11141,20022492,330,8,925834759,0,6.69,2022-01-23 07:30:47,2211.982
27065200,2022:1:23:7:30:47,3,11.3827369,47.3111025,2211177,-10536,-3767,8182,11189,19967178,330,8,925834759,1,6.69,2022-01-23 07:30:47,2211.177
27065300,2022:1:23:7:30:47,3,11.3827317,47.3110924,2210394,-10654,-3781,8173,11305,19954167,330,8,925834759,1,6.62,2022-01-23 07:30:47,2210.394
27065400,2022:1:23:7:30:47,3,11.3827271,47.3110829,2209552,-10704,-3670,8184,11315,19892389,330,8,925834759,1,6.62,2022-01-23 07:30:47,2209.552
27065500,2022:1:23:7:30:47,3,11.382723,47.3110734,2208698,-10722,-3498,8198,11279,19806831,330,8,925834759,1,6.62,2022-01-23 07:30:47,2208.698
27065600,2022:1:23:7:30:47,3,11.3827177,47.3110628,2207899,-10925,-3563,8196,11491,19806187,330,8,925834759,1,6.62,2022-01-23 07:30:47,2207.899
27065700,2022:1:23:7:30:47,3,11.3827115,47.311052,2207053,-11132,-3830,8208,11772,19898722,330,8,925834759,1,6.62,2022-01-23 07:30:47,2207.053
27065800,2022:1:23:7:30:47,3,11.3827057,47.3110411,2206226,-11327,-3900,8213,11980,19900156,330,8,925834759,1,6.62,2022-01-23 07:30:47,2206.226
27065900,2022:1:23:7:30:47,3,11.3827009,47.3110317,2205354,-11170,-3878,8227,11824,19914642,330,8,925834759,1,6.62,2022-01-23 07:30:47,2205.354
27066000,2022:1:23:7:30:48,3,11.3826961,47.3110227,2204495,-10940,-3860,8237,11602,19943609,330,8,925900295,1,6.56,2022-01-23 07:30:48,2204.495
27066100,2022:1:23:7:30:48,3,11.3826907,47.3110135,2203663,-10761,-3951,8237,11464,20016033,330,8,925900295,1,6.56,2022-01-23 07:30:48,2203.663
27066200,2022:1:23:7:30:48,3,11.3826846,47.3110027,2202851,-10997,-4042,8239,11716,20018256,330,8,925900295,0,6.56,2022-01-23 07:30:48,2202.851
27066300,2022:1:23:7:30:48,3,11.3826779,47.3109915,2202047,-11246,-4207,8237,12007,20050934,330,8,925900295,0,6.56,2022-01-23 07:30:48,2202.047
27066400,2022:1:23:7:30:48,3,11.3826705,47.3109816,2201343,-11014,-4479,8196,11890,20213136,330,8,925900295,0,6.56,2022-01-23 07:30:48,2201.343
27066500,2022:1:23:7:30:48,3,11.3826651,47.3109717,2200479,-11053,-4404,8210,11898,20172400,330,8,925900295,0,6.56,2022-01-23 07:30:48,2200.479
27066600,2022:1:23:7:30:48,3,11.3826599,47.3109611,2199611,-11283,-4240,8229,12054,20059603,330,8,925900295,0,6.56,2022-01-23 07:30:48,2199.611
27066700,2022:1:23:7:30:48,3,11.382654,47.3109511,2198749,-11232,-4309,8238,12030,20098852,330,8,925900295,0,6.56,2022-01-23 07:30:48,2198.749
27066800,2022:1:23:7:30:48,3,11.3826475,47.3109405,2197914,-11336,-4422,8240,12168,20130829,330,8,925900295,0,6.56,2022-01-23 07:30:48,2197.914
27066900,2022:1:23:7:30:48,3,11.3826427,47.3109302,2197071,-11437,-4242,8244,12199,20035110,330,8,925900295,0,6.56,2022-01-23 07:30:48,2197.071
27067000,2022:1:23:7:30:49,3,11.3826371,47.31092,2196274,-11388,-4249,8234,12155,20046126,330,8,925965831,0,6.56,2022-01-23 07:30:49,2196.274
27067100,2022:1:23:7:30:49,3,11.3826308,47.3109096,2195499,-11345,-4380,8216,12161,20111004,330,8,925965831,0,6.56,2022-01-23 07:30:49,2195.499
27067200,2022:1:23:7:30:49,3,11.3826266,47.3109,2194681,-11250,-4158,8212,11994,20028390,330,8,925965831,1,6.56,2022-01-23 07:30:49,2194.681
27067300,2022:1:23:7:30:49,3,11.3826219,47.3108888,2193903,-11462,-3922,8202,12115,19888956,330,8,925965831,1,6.56,2022-01-23 07:30:49,2193.903
